RCN;Code;Title;ShortTitle;Language
18461;ENERGY.2011.5&6.2-2;Improving efficiencies and reducing GHG emissions through CO2 capture in industrial applications other than power generation;;en
18462;ENERGY.2013.2.3.1;Advanced aerodynamic modelling, design and testing for large rotor blades;;en
18463;ENERGY.2013.7.2.2;Advanced tools and mechanisms for capacity calculation and congestion management;;en
18464;ENERGY 2013.2.3.2;Small to medium size wind turbines;;en
18465;ENERGY.2013.2.4.1;Exploration and assessment of geothermal reservoirs;;en
18466;ENERGY.2013.2.6.1;Design tools, enabling technologies and underpinning research to facilitate ocean energy converter arrays;;en
18467;ENERGY.2013.4.1.1;Research and development of innovative solar thermal facades;;en
18468;ENERGY.2013.10.1.2;ERA-NET Plus – European wind resources assessment;;en
18469;ENERGY.2013.10.1.7;Integrated research programme in the field of bioenergy;;en
18470;ENERGY.2013.2.1.1;High efficiency c-Si photovoltaics modules;;en
18471;ENERGY.2013.2.1.2;Support to key activities of the European Photovoltaics Technology Platform (TP PV);;en
18472;ENERGY.2013.7.1.1;Development and validation of methods and tools for network integration of distributed renewable resources;;en
18473;ENERGY.2012.5&6.2.1;Support to the coordination of stakeholders' activities in the field of Zero Emission Energy Production;;en
18474;ENERGY.2013.10.1.5;Integrated research programme in the field of photovoltaics;;en
18475;ENERGY.2013.10.1.3;Supporting the coordination of national research activities of Member States and Associated States in the field of OCEAN energy (ERA-NET);;en
18476;ENERGY.2013.10.1.6;Integrated research programme in the field of wind energy;;en
18477;ENERGY.2013.10.1.1;ERA-NET Plus – Bioenergy: Demonstrations of the European Industrial Bioenergy Initiative;;en
18478;ENERGY.2013.7.2.4;Ensuring stakeholder support for future grid infrastructures;;en
18479;ENERGY.2013.7.2.1;Advanced concepts for reliability assessment of the pan-European transmission network;;en
18480;ENERGY.2013.10.1.4;Mobilising the research, innovation and educational capacities of Europe’s universities;;en
18481;ENERGY.2013.7.2.3;Large-scale demonstration of innovative transmission system integration and operation solutions for (inter)connecting renewable electricity production;;en
18482;ENERGY.2013.9.2.1;"European scientific multidisciplinary ""think-tank"" to support energy policy and to assess the potential impacts of its measures";;en
18483;ENERGY.2013.7.3.1;Planning rules for linking electric vehicles (EV) to distributed energy resources;;en
18484;ENERGY.2013.7.3.2;Enhanced interoperability and conformance testing methods and tools for interaction between grid infrastructure and electric vehicles;;en
18485;ENERGY.2013.7.3.3;Understanding interfaces in rechargeable batteries and super-capacitors through in situ methods;;en
18486;ENERGY.2013.8.8.1;Demonstration of optimised energy systems for high performance-energy districts;;en
18487;ENV.2013.6.3-3;Contribution to the assessment of global water resources through the use of new Earth Observation datasets and techniques;;en
18488;ENV.2013.6.4-2;Closing gaps of knowledge and reducing exposure to electromagnetic fields (EMF);;en
18489;ENV.2013.6.3-2;Eco-innovative demonstration projects;;en
18490;ENV.2013.6.3-1;Turning waste into a resource through innovative technologies, processes and services;;en
18492;EeB.ENV.2013.6.3-4;Energy efficient retrofitting and renewal of existing buildings for sustainable urban districts;;en
18493;ENV.2013.6.4-1;Assessing individual exposure to environmental stressors and predicting health outcomes: paving the way for an EU-wide assessment;;en
18495;ENV.2013.6.4-3;Coasts at threat in Europe: tsunamis and climate-related risks;;en
18496;ENV.2013.6.4-4;Towards stress tests for critical infrastructures against natural hazards;;en
18497;ENV.2013.6.5-1;Accelerating progress towards the Green Economy;;en
18498;ENV.2013.6.5-2;Mobilising environmental knowledge for policy and society;;en
18499;ENV.2013.6.5-3;Exploiting the European Open Data Strategy to mobilise the use of environmental data and information;;en
18500;ENV.2013.6.5-5;Network for forward looking activities and assessment of research and innovation prospects;;en
18501;ENV.2013.6.5-4;"Knowledge platforms, networking and uptake of research results for more strategic international R&amp;I cooperation";;en
18502;ENV.2013.6.2-2;Toxicants, environmental pollutants and land and water resources management;;en
18503;OCEAN 2013.2;Innovative multifunctional sensors for in-situ monitoring of marine environment and related maritime activities;;en
18504;ENV.2013.6.5-6;ERA-NET Plus action: Development of new methodologies, technologies and products for the assessment, protection and management of historical and modern artefacts, buildings and sites;;en
18505;ENV.2013.6.1-6;Economics of adaptation to climate-change;;en
18506;ENV.2013.6.2-8;Sustainable management of Europe’s deep sea and sub-sea floor resources;;en
18507;OCEAN 2013.1;Biosensors for real time monitoring of biohazard and man made chemical contaminants in the marine environment;;en
18508;OCEAN 2013.3;Innovative antifouling materials for maritime applications;;en
18509;ENV.2013.6.1-1;Climate-related ocean processes and combined impacts of multiple stressors on the marine environment;;en
18510;ENV.2013.6.1-2;Atmospheric processes, eco-systems and climate change;;en
18511;ENV.2013.6.1-3;"Impacts of higher-end scenarios (global average warming &gt; 2 °C with respect to pre-industrial level)";;en
18512;ENV.2013.6.1-5;Quantification of consumption-based emissions of greenhouse gases and assessment of policy options;;en
18513;ENV.2013.6.2-1;Water resources management under complex, multi-stressor conditions;;en
18514;ENV.2013.6.2-4;Sustainable land care in Europe;;en
18515;ENV.2013.6.2-3;Transition to sustainable, low-carbon societies;;en
18516;OCEAN 2013.4;Innovative transport and deployment systems for the offshore wind energy sector;;en
18517;ENV.2013.6.2-5;Urban biodiversity and green infrastructure;;en
18518;ENV.2013.6.2-6;Improved monitoring of the impact of cultivation on the environment using global Earth Observations;;en
18519;ENV.2013.6.2-7;Development of advanced technologies and tools for mapping, diagnosing, protecting and managing cultural landscapes in rural areas;;en
18520;ENV.2013.6.1-4;Land cover and land-use change and climate change mitigation;;en
18526;Fission-2013-2.4.1;Support to the emergence of a possible European Research Initiative on co-generation;;en
18527;Fission-2013-6.0.3;Towards a socio-economic analysis of FP7 Euratom actions;;en
18528;Fission-2013-6.0.2;Education / training / information towards the public;;en
18529;Fission-2013-6.0.1;Widening involvement in the 'Fission, Safety and Radiation Protection' Programme;;en
18530;Fission-2013-5.1.1;Euratom Fission Training Schemes (EFTS) in 'Nuclear Fission, Safety and Radiation Protection';;en
18531;Fission-2013-4.1.2;Support to a pan-European Integrated Research Infrastructure Initiative for increased safety of nuclear systems at EU level;;en
18532;Fission-2013-4.1.1;Support to the MYRRHA research infrastructure for its development as a pan-European and world-level facility;;en
18533;Fission-2013-3.4.1;Support to the strengthening of pan-European research initiatives on the impact of radiation on the environment, including the food chain and the protection of non-human species;;en
18534;Fission-2013-3.1.1;Preparatory Phase (PP)  in support to the Multi-disciplinary European Low Dose Initiative (MELODI) for its development as federating body to ensure cost-efficiency and high-performance of low-dose risk research in Europe;;en
18535;Fission-2013-2.3.1;Support to the development of joint research actions between national programmes on advanced nuclear materials;;en
18536;Fission-2013-2.2.1;Preparatory Phase (PP)  in support to the development of a federating body to ensure efficient EU coordinated research on Reactor Safety for the next generation of nuclear installations;;en
18537;Fission-2013-2.1.2;Consequences of combination of extreme external events on the safety of Nuclear Power Plants (NPPs);;en
18538;Fission-2013-2.1.1;Preparatory Phase (PP)  in support to an efficient EU integrated research programme on safety of existing nuclear installations;;en
18539;Fission-2013-1.1.2;Support to the IGD-TP SRA and to advances and innovation research in the treatment and/or understanding of key basic and remaining scientific technical issues;;en
18540;Fission-2013-1.1.1;Preparatory Phase (PP) for the implementation of new modes of operation of integrated research programmes at European level for the development of solutions related to the management of ultimate nuclear waste;;en
18541;Fission-2013-3.3.1;Trilateral cooperation on Chernobyl studies;;en
18542;HEALTH.2013.2.2.1-3;Paediatric conduct disorders characterised by aggressive traits and/or social impairment: from preclinical research to treatment;;en
18543;HEALTH.2013.2.2.1-2;Development of effective imaging tools for diagnosis, monitoring and management of mental disorders;;en
18544;HEALTH.2013.2.2.1-5;Understanding and controlling pain;;en
18545;HEALTH.2013.2.4.2-2;Comparative effectiveness research of existing technologies for prevention, diagnosis and treatment of cardiovascular diseases;;en
18546;HEALTH.2013.2.2.1-4;Patho-physiology and therapy of epilepsy and epileptiform disorders;;en
18547;HEALTH.2013.3.3-1;Social innovation for health promotion;;en
18548;HEALTH.2013.2.2.1-1;Prospective longitudinal data collection and Comparative Effectiveness Research (CER) for traumatic brain injury (TBI);;en
18549;HEALTH.2013.4.2-1;Investigator-driven clinical trials for off-patent medicines using innovative, age-appropriate formulations and/or delivery systems;;en
18550;HEALTH.2013.4.2-2;Adverse drug reaction research;;en
18551;HEALTH.2013.4.2-3;New methodologies for clinical trials for small population groups;;en
18552;HEALTH.2013.0-1;Boosting the translation of health research projects' results into innovative applications for health;;en
18553;HEALTH.2013.4.1-6;Mapping chronic non-communicable diseases research activities;;en
18554;HEALTH.2013.4.1-5;Global initiative on gene-environment interactions in diabetes/obesity in specific populations;;en
18555;HEALTH.2013.4.1-4;Preparing the future for health research and innovation;;en
18556;HEALTH.2013.4.1-3;Support for Presidency events: Organisation of supporting actions and events associated to the Presidency of the European Union;;en
18557;HEALTH.2013.2.4.1-3;Investigator-driven supportive and palliative care clinical trials and observational studies;;en
18558;HEALTH.2013.4.1-1;Supporting industrial participation in EU-funded research in the Health sector;;en
18559;HEALTH.2013.2.3.1-1;Drugs and vaccines for infections that have developed or are at the risk of developing significant anti-microbial resistance;;en
18560;HEALTH.2013.3.1-1;Comparative Effectiveness Research (CER) in health systems and health services interventions;;en
18561;HEALTH.2013.2.4.2-3;Optimising lifestyle interactions in the prevention and treatment of cardiovascular disease across the lifespan;;en
18562;HEALTH.2013.2.4.2-1;Discovery research to reveal novel targets for cardiovascular disease treatment;;en
18563;HEALTH.2013.2.4.1-2;Strengthening the cancer patient's immune system;;en
18564;HEALTH.2013.2.4.1-1;Investigator-driven treatment trials to combat or prevent metastases in patients with solid cancer;;en
18565;HEALTH.2013.2.3.0-1;Innovation in vaccines;;en
18566;HEALTH.2013.2.3.4-2;Drug development for neglected parasitic diseases;;en
18567;HEALTH.2013.2.3.4-1;Neglected infectious diseases of Central and Eastern Europe;;en
18568;HEALTH.2013.2.3.3-1;Clinical management of patients in severe epidemics;;en
18569;HEALTH.2013.2.3.1-2;Stratified approaches to antibacterial and/or antifungal treatment;;en
18570;HEALTH.2013.4.1-2;Interactions between EU legislation and health research and/or innovation and the effects of its application and implementation on health research and/or innovation;;en
18571;HEALTH.2013.2.1.1-1;Functional validation in animal and cellular models of genetic determinants of diseases and ageing processes;;en
18572;HEALTH.2013.2.1.1-2;High impact research initiative on metagenomics for personalised medicine approaches;;en
18573;HEALTH.2013.1.4-1;Controlling differentiation and proliferation in human stem cells intended for therapeutic use;;en
18574;HEALTH.2013.1.3-4;Development of alternative in vitro, analytical, immunochemical, and other test methods for quality control of vaccines;;en
18575;HEALTH.2013.1.3-3;Safety and efficacy of therapeutic vaccines;;en
18576;HEALTH.2013.1.3-2;Innovative approaches to address adverse immune reactions to biomedical devices, implants and transplant tissues;;en
18577;HEALTH.2013.1.3-1;Modelling toxic responses in case studies for predictive human safety assessment;;en
18578;HEALTH.2013.1.2-1;Development of imaging technologies for therapeutic interventions in rare diseases;;en
18586;ICT-2013.10.2;EU-Brazil research and development Cooperation;;en
18598;ICT-2013.9.3;FET Young Explorers;;en
18599;ICT-2013.9.4;International cooperation on FET research;;en
18600;ICT-2013.9.5;FET-Open Xtrack;;en
18601;ICT-2013.9.6;FET Proactive: Evolving Living Technologies (EVLIT);;en
18602;ICT-2013.9.7;FET Proactive: Atomic and Molecular Scale Devices and Systems;;en
18603;ICT-2013.9.8;Coordinating communities, identifying new research topics for FET Proactive initiatives and fostering interdisciplinary dialogue;;en
18604;ICT-2013.9.9;FET Flagships;;en
18606;ICT-2013.10.1;EU-Japan research and development Cooperation;;en
18615;ICT-2013.10;International Cooperation;;en
18630;IST-2004-2.3.4 (viii);Advanced Computing Architectures;;en
18632;IST-2004-2.3.4 (x);Situated and Autonomic Communications;;en
18636;FI.ICT-2013.1.9;Technology Foundation Extension and Usage;;en
18638;ICT-2013.9;Future and Emerging Technologies;;en
18661;ICT-2013.11.5;Cross border services, investment readiness and legal advice for ICT SMEs, start-ups and entrepreneurs;;en
18667;ICT-2013.2;Cognitive Systems and Robotics;;en
18668;ICT-2013.11.1;Ensuring more efficient, higher quality public services through Pre-Commercial Procurement of ICT solutions across sectors of public interest;;en
18669;ICT-2013.11.2;More efficient and affordable solutions for digital preservation developed and validated against public sector needs through joint Pre-Commercial Procurement (PCP);;en
18670;ICT-2013.11.3;High quality cloud computing environment for public sector needs, validated through a pre-commercial procurement (PCP);;en
18671;ICT-2013.9.2;High-Tech Research Intensive SMEs in FET research;;en
18673;ICT-2011.9.11;FET Proactive: Neuro-Bio-Inspired Systems (NBIS);;en
18674;ICT-2013.1.3;Digital Enterprise;;en
18675;ICT-2013.1.1;Future Networks;;en
18676;ICT-2013.1.4;A reliable, smart and secure Internet of Things for Smart Cities;;en
18677;ICT-2013.1.5;Trustworthy ICT;;en
18678;ICT-2013.1.6;Connected and Social Media;;en
18679;ICT-2013.1.7;Future Internet Research Experimentation;;en
18680;ICT-2013.10.3;International partnership building and support to dialogues – Horizontal International Cooperation Actions;;en
18681;ICT-2013.11;Horizontal Actions;;en
18683;ICT-2013.1;Pervasive and Trusted Network and Service Infrastructures;;en
18685;ICT-2011.9.10;FET Proactive: Fundamentals of Collective Adaptive Systems (FOCAS);;en
18686;ICT-2011.9.9;FET Proactive: Quantum ICT (QICT) including ERA-NET-Plus;;en
18692;ICT-2013.12;Special Action;;en
18693;ICT-2013.1.8;Expansion of Use Cases;;en
18694;ICT-2013.6.6;Integrated personal mobility for smart cities;;en
18695;ICT-2013.11.4;"Supplements to Strengthen Cooperation in ICT R&amp;D in an Enlarged European Union";;en
18696;ICT-2013.5.4;ICT for Governance and Policy Modelling;;en
18697;ICT-2013.5.5;Collective Awareness Platforms for Sustainability and Social Innovation;;en
18698;ICT-2013.6;ICT for a low carbon economy;;en
18699;ICT-2013.6.1;Smart Energy Grids;;en
18700;ICT-2013.6.2;Data Centres in an energy-efficient and environmentally friendly Internet;;en
18701;ICT-2013.6.3;ICT for water resources management;;en
18702;ICT-2013.5.2;Virtual Physiological Human;;en
18703;ICT-2013.6.5;Co-operative mobility;;en
18704;ICT-2013.5.1;Personalised health, active ageing, and independent living;;en
18705;GC-ICT-2013.6.7;Electro-mobility;;en
18706;ICT-2013.7;ICT for the Enterprise and Manufacturing;;en
18707;FoF-ICT-2013.7.1;Application experiments for robotics and simulation;;en
18708;FoF-ICT-2013.7.2;Equipment assessment for sensor and laser based applications;;en
18709;ICT-2013.8;ICT for Creativity and Learning;;en
18710;ICT-2013.8.1;Technologies and scientific foundations in the field of creativity;;en
18711;ICT-2013.8.2;Technology-enhanced learning;;en
18712;ICT-2013.1.2;Software Engineering, Services and Cloud Computing;;en
18713;ICT-2013.6.4;Optimising Energy Systems in Smart Cities;;en
18714;ICT-2013.3.4;Advanced computing, embedded and control systems;;en
18715;ICT-2013.12.1;Exascale computing platforms, software and applications;;en
18718;ICT-2013.2.1;"Robotics, Cognitive Systems &amp; Smart Spaces, Symbiotic Interaction";;en
18719;ICT-2013.2.2;"Robotics use cases &amp; Accompanying measures";;en
18720;ICT-2013.3;Alternative Paths to Components and Systems;;en
18721;ICT-2013.3.1;Nanoelectronics;;en
18722;ICT-2013.3.3;Heterogeneous Integration and take-up of Key Enabling Technologies for Components and Systems;;en
18723;ICT-2013.5.3;ICT for smart and personalised inclusion;;en
18724;ICT-2013.3.2;Photonics;;en
18725;ICT-2013.9.1;Challenging current Thinking;;en
18726;ICT-2013.4;Technologies for Digital Content and Languages;;en
18731;ICT-2013.4.1;Content analytics and language technologies;;en
18732;ICT-2013.4.2;Scalable data analytics;;en
18733;ICT-2013.4.3;SME initiative on analytics;;en
18734;ICT-2013.5;ICT for Health, Ageing Well, Inclusion and Governance;;en
18735;ERC-CG-2013-PE9;ERC Consolidator Grant - Universe Sciences;;en
18736;ERC-OA-2013-Gender;ERC proposal submission, peer review and gender mainstreaming;;en
18737;ERC-AG-2013-LS1;ERC Advanced Grant - Molecular and Structural Biology and Biochemistry;;en
18738;ERC-CG-2013-PE4;ERC Consolidator Grant - Physical and Analytical Chemical Sciences;;en
18739;ERC-CG-2013-PE3;ERC Consolidator Grant - Condensed Matter Physics;;en
18740;ERC-CG-2013-PE2;ERC Consolidator Grant - Fundamental Constituents of Matter;;en
18741;ERC-CG-2013-PE7;ERC Consolidator Grant - Systems and Communication Engineering;;en
18742;ERC-CG-PE;"ERC Consolidator Grant Physical Sciences &amp; Engineering Domain";;en
18743;ERC-SG-2013-PE1;ERC Starting Grant - Mathematics;;en
18744;ERC-CG-2013-PE6;ERC Consolidator Grant - Computer Science and Informatics;;en
18745;ERC-OA-2013-PoC;European Research Council ERC Proof of Concept;;en
18746;ERC-CG-2013-PE8;ERC Consolidator Grant - Products and Processes Engineering;;en
18747;ERC-AG-2013-LS9;ERC Advanced Grant - Applied life sciences and Non-Medical biotechnology;;en
18748;ERC-AG-2013-LS8;ERC Advanced Grant - Evolutionary, population and environmental biology;;en
18749;ERC-AG-2013-LS7;ERC Advanced Grant - Diagnostic tools, therapies and public health;;en
18750;ERC-AG-2013-LS6;ERC Advanced Grant - Immunity and infection;;en
18751;ERC-AG-2013-LS5;ERC Advanced Grant - Neurosciences and neural disorders;;en
18752;ERC-AG-2013-LS4;ERC Advanced Grant - Physiology, Pathophysiology and Endocrinology;;en
18753;ERC-AG-2013-LS3;ERC Advanced Grant - Cellular and Developmental Biology;;en
18754;ERC-AG-2013-LS2;ERC Advanced Grant - Genetics, Genomics, Bioinformatics and Systems Biology;;en
18755;ERC-2013-SyG;ERC Synergy Grant;;en
18756;ERC-CG-LS;ERC Consolidator Grant Life Sciences Domain;;en
18757;ERC-CG-2013-LS9;ERC Consolidator Grant - Applied Life Sciences and Non-Medical Biotechnology;;en
18758;ERC-CG-2013-LS8;ERC Consolidator Grant - Evolutionary, Population and Environmental Biology;;en
18759;ERC-CG-2013-LS7;ERC Consolidator Grant - Diagnostic Tools, Therapies and Public Health;;en
18760;ERC-CG-2013-LS6;ERC Consolidator Grant - Immunity and Infection;;en
18761;ERC-CG-2013-LS5;ERC Consolidator Grant - Neurosciences and Neural Disorders;;en
18762;ERC-CG-2013-LS4;ERC Consolidator Grant - Physiology, Pathophysiology and Endocrinology;;en
18763;ERC-CG-2013-LS3;ERC Consolidator Grant - Cellular and Developmental Biology;;en
18764;ERC-CG-2013-PE5;ERC Consolidator Grant - Synthetic Chemistry and Materials;;en
18765;ERC-CG-2013-LS1;ERC Consolidator Grant - Molecular and Structural Biology and Biochemistry;;en
18766;ERC-CG;Consolidator Grants;;en
18767;ERC-CG-2013-SH6;ERC Consolidator Grant - The Study of the Human Past;;en
18768;ERC-CG-2013-SH5;ERC Consolidator Grant - Cultures and Cultural Production;;en
18769;ERC-CG-2013-SH4;ERC Consolidator Grant - The Human Mind and its Complexity;;en
18770;ERC-CG-2013-SH3;ERC Consolidator Grant - Environment, Space and Population;;en
18771;ERC-CG-2013-SH2;ERC Consolidator Grant - Institutions, Values, Beliefs and behaviour;;en
18772;ERC-CG-2013-SH1;ERC Consolidator Grant - Individuals, Institutions and Markets;;en
18773;ERC-CG-SH;"ERC Consolidator Grant Social Sciences &amp; Humanities Domain";;en
18774;ERC-CG-2013-PE10;ERC Consolidator Grant - Earth System Science;;en
18775;ERC-CG-2013-LS2;ERC Consolidator Grant - Genetics, Genomics, Bioinformatics and Systems Biology;;en
18776;ERC-AG-2013-SH6;ERC Advanced Grant - The study of the human past;;en
18777;ERC-SG-2013-LS3;ERC Starting Grant - Cellular and Developmental Biology;;en
18778;ERC-SG-2013-LS2;ERC Starting Grant - Genetics, Genomics, Bioinformatics and Systems Biology;;en
18779;ERC-SG-2013-LS1;ERC Starting Grant - Molecular and Structural Biology and Biochemistry;;en
18780;ERC-SG-2013-SH6;ERC Starting Grant - The study of the human past;;en
18781;ERC-SG-2013-SH5;ERC Starting Grant - Cultures and cultural production;;en
18782;ERC-SG-2013-SH4;ERC Starting Grant - The Human Mind and its complexity;;en
18783;ERC-SG-2013-SH3;ERC Starting Grant - Environment, space and population;;en
18784;ERC-SG-2013-LS4;ERC Starting Grant - Physiology, Pathophysiology and Endocrinology;;en
18785;ERC-SG-2013-SH1;ERC Starting Grant - Individuals, institutions and markets;;en
18786;ERC-SG-2013-PE10;ERC Starting Grant - Earth system science;;en
18787;ERC-SG-2013-PE9;ERC Starting Grant - Universe sciences;;en
18788;ERC-CG-2013-PE1;ERC Consolidator Grant - Mathematics;;en
18789;ERC-SG-2013-PE7;ERC Starting Grant - Systems and communication engineering;;en
18790;ERC-SG-2013-PE6;ERC Starting Grant - Computer science and informatics;;en
18791;ERC-SG-2013-PE5;ERC Starting Grant - Synthetic chemistry and materials;;en
18792;ERC-SG-2013-PE4;ERC Starting Grant - Physical and analytical chemical sciences;;en
18793;ERC-SG-2013-PE3;ERC Starting Grant - Condensed matter physics;;en
18794;ERC-SG-2013-PE2;ERC Starting Grant - Fundamental constituents of matter;;en
18795;ERC-SG-2013-SH2;ERC Starting Grant - Institutions, values, beliefs and behaviour;;en
18796;ERC-AG-2013-PE8;ERC Advanced Grant - Products and processes engineering;;en
18797;ERC-SG-2013-PE8;ERC Starting Grant - Products and processes engineering;;en
18798;ERC-SG-2013-LS5;ERC Starting Grant - Neurosciences and neural disorders;;en
18799;ERC-AG-2013-SH5;ERC Advanced Grant - Cultures and cultural production;;en
18800;ERC-AG-2013-SH4;ERC Advanced Grant - The Human Mind and its complexity;;en
18801;ERC-AG-2013-SH3;ERC Advanced Grant - Environment, space and population;;en
18802;ERC-AG-2013-SH2;ERC Advanced Grant - Institutions, values, beliefs and behaviour;;en
18803;ERC-AG-2013-SH1;ERC Advanced Grant - Individuals, institutions and markets;;en
18804;ERC-AG-2013-PE9;ERC Advanced Grant - Universe sciences;;en
18805;ERC-AG-2013-PE7;ERC Advanced Grant - Systems and communication engineering;;en
18806;ERC-AG-2013-PE6;ERC Advanced Grant - Computer science and informatics;;en
18807;ERC-SG-2013-LS7;ERC Starting Grant - Diagnostic tools, therapies and public health;;en
18808;ERC-AG-2013-PE4;ERC Advanced Grant - Physical and analytical chemical sciences;;en
18809;ERC-AG-2013-PE3;ERC Advanced Grant - Condensed matter physics;;en
18810;ERC-AG-2013-PE2;ERC Advanced Grant - Fundamental constituents of matter;;en
18811;ERC-AG-2013-PE1;ERC Advanced Grant - Mathematics;;en
18812;ERC-SG-2013-LS9;ERC Starting Grant - Applied Life Sciences and Non-Medical Biotechnology;;en
18813;ERC-SG-2013-LS8;ERC Starting Grant - Evolutionary, population and environmental biology;;en
18814;ERC-AG-2013-PE5;ERC Advanced Grant - Synthetic chemistry and materials;;en
18815;ERC-AG-2013-PE10;ERC Advanced Grant - Earth system science;;en
18816;ERC-SG-2013-LS6;ERC Starting Grant - Immunity and infection;;en
18817;INCO.2013-3.1;India, Latin America and Caribbean countries, Mediterranean Partner Countries, Russia;;en
18818;INCO.2013-4.1;Supporting the awareness raising of Horizon 2020 in third countries;;en
18819;INCO-9;Reinforcing cooperation with European Neighbourhood Policy countries on bridging the gap between research and innovation;;en
18820;INCO.2013-9.1;Reinforcing cooperation with European Neighbourhood Policy countries on bridging the gap between research and innovation (R2I-ENP);;en
18824;INCO.2013-2.2;Algeria, Egypt, Mexico, Tunisia;;en
18825;FP7-CDRP-2013-STAKEHOLDERS;FP7-CDRP-2013-STAKEHOLDERS;;en
18827;INCO.2013-1.6;Southern Asian countries;;en
18828;INCO.2013-1.5;Pacific region, including Overseas Countries and Territories;;en
18829;INCO.2013-1.4;Eastern Partnership;;en
18830;INCO.2013-1.3;Danube region;;en
18831;INCO.2013-1.2;Central Asia;;en
18832;FP7-CDRP-2013-INCUBATORS;Support to trans-national network of incubators for social innovation;;en
18833;INCO.2013-2.1;Canada, India, Japan, Republic of Korea;;en
18834;INCO.2013-1.1;Arab Gulf countries;;en
18835;INFRA-2013-1.2.1;GÉANT;;en
18836;JTI-CS-2012-3-SFWA-02-035;"Characterisation, Modelling &amp; Passive Control of 3D transonic wing buffet";;en
18837;JTI-CS-2012-3-SFWA-02-036;In-service assessment of Leading Edge Contamination and Damage;;en
18838;JTI-CS-2012-3-SFWA-02-037;Blade trajectory testing;;en
18839;JTI-CS-2012-3-SFWA-02-034;Design, Manufacture and Wind Tunnel of a large laminar half model;;en
18840;JTI-CS-2012-2-SFWA-03-010;BLADE wing structural test to derive test data for subsequent validation of GFEM modelling;;en
18841;JTI-CS-2012-2-SGO-02-034;EWIS Safety Analysis Tool;;en
18842;JTI-CS-2012-3-SFWA-03-012;Engine Pylon load measurements and prediction of accuracy;;en
18843;JTI-CS-2012-3-SFWA-03-011;Wireless Sensor Nodes for continuous flight test measurements;;en
18844;JTI-CS-2012-2-SGO-02-047;Development and validation of sizing method for screw drives and thrust bearings;;en
18845;JTI-CS-2012-3-GRC-01-013;Development and Correlation of CFD Methods to Model Active Gurney Flaps on Helicopter Main Rotor Blades;;en
18846;JTI-CS-2012-2-GRC-02-007;Wind tunnel tests on a common helicopter platform and contribution to its optimised aerodynamic design;;en
18847;JTI-CS-2012-3-GRC-02-008;Assessment of tiltrotor fuselage drag reduction by wind tunnel tests and CFD;;en
18848;JTI-CS-2012-2-GRC-03-014;Design and Implementation of a Load Simulator Rig and Ground Test Bench Adaptation Kit for a HEMAS Test Rig;;en
18849;JTI-CS-2012-2-GRC-05-006;Sensoring and cockpit monitoring to reduce noise in manoeuvring flight;;en
18850;JTI-CS-2012-2-GRC-05-007;Curved SBAS-guided IFR procedures for low noise rotorcraft operations;;en
18851;JTI-CS-2012-3-SFWA-02-033;High speed wind tunnel test of Laminar configuration bizjet;;en
18852;JTI-CS-2012-2-GRA-01-050;Development of CNT doped reinforced aircraft composite parts;;en
18853;JTI-CS-2012-3-SGO-02-046;High Dense Smart Power Capacitor (HDSPC) for next generation Aircraft converters;;en
18854;JTI-CS-2012-2-SGO-02-036;Design and optimisation of locally reacting acoustic material (Active noise control of turbomachinery);;en
18855;JTI-CS-2012-2-GRC-01-010;Low weight, high energy efficient tooling for rotor blade manufacturing;;en
18856;JTI-CS-2012-2-SGO-02-048;Modelica Model Library Development Part II;;en
18857;JTI-CS-2012-2-SGO-02-049;Smart erosion shield for hybrid deicing solutions;;en
18858;JTI-CS-2012-2-SGO-02-050;Aeroacoustic optimization of a jet pump demonstrator for ECS application;;en
18859;JTI-CS-2012-2-SGO-02-051;Ram-air fan optimization for electrical ECS application;;en
18860;JTI-CS-2012-2-SGO-02-052;Electrical Starter / Generator disconnect system;;en
18861;JTI-CS-2012-2-SGO-02-053;Design and manufacturing of the PFIDS Laser sources (VCSELs);;en
18862;JTI-CS-2012-3-SGO-02-043;Aerospace housing for extreme environment;;en
18863;JTI-CS-2012-2-SAGE-02-021;Propellers Blades Bearings  Design and Manufacturing;;en
18864;JTI-CS-2012-3-GRA-01-051;Methodology platform for prediction of damage event for self sensing curved composite panel subjected to real load conditions;;en
18865;JTI-CS-2012-3-SAGE-03-016;Surface protection of composite aeroengine components to enable weight savings in high temperature applications (≥360oC);;en
18866;JTI-CS-2012-2-SAGE-02-022;Rotating cowls;;en
18867;JTI-CS-2012-2-SAGE-02-023;Rotating nozzle;;en
18868;JTI-CS-2012-2-SAGE-02-024;Rotating plug;;en
18869;JTI-CS-2012-3-SAGE-02-025;SAGE2 Engine Mounting System;;en
18870;JTI-CS-2012-3-SAGE-02-026;SAGE2 Engine In-flight Balancing System;;en
18871;JTI-CS-2012-3-SAGE-02-027;Validation of high Load Capacity Gear Material;;en
18872;JTI-CS-2012-3-SAGE-02-028;Study and durability of electrically insulative material in aircraft engine chemical environment;;en
18873;JTI-CS-2012-3-SAGE-02-029;Development and validation of a metallurgically based simulation model for crack generation during welding and heat treatment of superalloys;;en
18874;JTI-CS-2012-3-GRC-01-012;Design and Manufacturing of an innovative oscillating airfoil provided with Gurney flap;;en
18875;JTI-CS-2012-2-SAGE-03-015;Ring Rolling of IN718;;en
